urls,query,answer,topic,token
https://en.wikipedia.org/wiki/Starr_Andrews,how tall is starr andrews (meters),1.49 meters (4 feet 10 1/2 inches),how tall,2108
https://en.wikipedia.org/wiki/Preminchu,preminchu movie music director,M. M. Srilekha,director,1358
https://en.wikipedia.org/wiki/Martha_Bronson,who played aunt martha on leave it to beaver the series,Madge Kennedy,other,755
https://en.wikipedia.org/wiki/Shaukat_Thanvi,shaukat thanvi real name,Muhammad Umer / Mohammad Omar,real name,670
https://en.wikipedia.org/wiki/List_of_Cadbury_brands,when was top deck chocolate invented,1993,other,2748
https://en.wikipedia.org/wiki/List_of_chancellors_and_vice-chancellors_of_Jamia_Millia_Islamia,first vc of jamia millia islamia,Mohamed Ali Jauhar (1920-1923),first,594
https://en.wikipedia.org/wiki/Princess_Alexia_of_the_Netherlands,princess alexia full name,Alexia Juliana Marcela Laurentien,full name,696
https://en.wikipedia.org/wiki/D._Weerasingha,wd weerasinghe birthday,"April 15, 1979",birthday,412
https://en.wikipedia.org/wiki/Ryan_Breslow,ryan breslow birthday,"May 20, 1994",birthday,1116
https://en.wikipedia.org/wiki/Taylor_Black,misty canyons real name,Taylor Black,real name,1838
https://en.wikipedia.org/wiki/Aya_Samaha,aya samaha date of birth,"March 31, 1992",date of birth,333
https://en.wikipedia.org/wiki/Yeh_Hai_Chahatein,karun yeh hai chahatein real name,Raanav Sharma,real name,3063
"https://en.wikipedia.org/wiki/Alton,_Utah",elevation of alton utah,"7,041 ft (2,146 m)",elevation,"980,0"
https://en.wikipedia.org/wiki/Fiona_Castle,roy castle wife,Fiona Dickson,wife,246
https://en.wikipedia.org/wiki/Veppadai,veppadai which district,Namakkal district,district,242
https://en.wikipedia.org/wiki/Maggie_Astoni,maggie astoni played by,Kestie Morassi,played by,2064
https://en.wikipedia.org/wiki/Brexucabtagene_autoleucel,brexu cel brand name,Tecartus,other,1221
https://en.wikipedia.org/wiki/Elderbrook,elderbrook real name,Alexander Harry Kotz,real name,2591
https://en.wikipedia.org/wiki/Pippa_Haywood,mrs colson bridgerton actor,Pippa Haywood,son,1227
https://en.wikipedia.org/wiki/Deputy_Speaker_of_the_National_Assembly_of_Pakistan,"Who was elected Deputy Speaker of the National Assembly of Pakistan on March 1, 2024?",Syed Ghulam Mustafa Shah,other,956
https://en.wikipedia.org/wiki/Christchurch_East,christchurch east mp 2023,Reuben Davidson,other,2093
https://en.wikipedia.org/wiki/Marcus_Clarke_(puppeteer),bookaboo voice,Marcus Clarke,voice,1835
https://en.wikipedia.org/wiki/Raja_Uda,first governor of penang as a state of Malaysia,Raja Uda,first,908
https://en.wikipedia.org/wiki/List_of_premiers_of_Victoria_by_time_in_office,"how long, in years and days, was jeff kennett premier of victoria",7 years and 13 days,other,3821
https://en.wikipedia.org/wiki/Main_Frontal_Thrust,mft full form in geography,Main Frontal Thrust,other,561
https://en.wikipedia.org/wiki/List_of_Accel_World_characters,kuroyukihime real name,"Sayuki Kuroba (黒羽 早雪, Kuroba Sayuki)",real name,2317
https://en.wikipedia.org/wiki/Hollerith_Electronic_Computer,hec 2m computer full form,Hollerith Electronic Computer 2M,other,948
https://en.wikipedia.org/wiki/Belihuloya,belihuloya elevation (meters),"616 meters (2,021 feet) above sea level",elevation,669
https://en.wikipedia.org/wiki/Raigad_Ropeway,raigad ropeway owner,"Shri Shivaji Raigad Smarak Mandal (SSRSM), Pune",owner,914
https://en.wikipedia.org/wiki/Ammo!_Okato_Tareekhu,ammo okato tariku movie release date,"October 20, 2000",release,916
https://en.wikipedia.org/wiki/Made_in_America_(Toby_Keith_song),toby keith made in america release month and year,June 2011,release,620
https://en.wikipedia.org/wiki/Sanjana_Kapoor,sanjana kapoor date of birth,"November 27, 1967",date of birth,906
https://en.wikipedia.org/wiki/Ubraj_Narine,"Who was elected Mayor of Georgetown, Guyana in July 2023?",Alfred Mentore,other,178
https://en.wikipedia.org/wiki/Xpecial,When is Xpecial's birthday?,"August 12, 1992",birthday,1336
https://en.wikipedia.org/wiki/Sabalgarh_Assembly_constituency,Who won the Sabalgarh constituency in the 2023 Madhya Pradesh Legislative Assembly election?,Sarla Vijendra Rawat,other,537
https://en.wikipedia.org/wiki/Hem_Barua_(Tyagbir),who is known as tyagbir of assam,Hem Barua (1893-1945),other,1412
https://en.wikipedia.org/wiki/Pairi_River,pairi river length (km),90 kilometers,other,105
https://en.wikipedia.org/wiki/Algiers,"Who was the mayor of Algiers as of April 10, 2025?",Mahdia Benghalia,other,2439
https://en.wikipedia.org/wiki/List_of_Enuff_Z%27nuff_members,chip z nuff real name,Gregory Rybarski,real name,2275
https://en.wikipedia.org/wiki/Hwa_Chong_Institution,Who was the principal of Hwa Chong Institution in 2024?,Mr. Lee Peck Ping,other,2101
https://en.wikipedia.org/wiki/Solfrid_Koanda,solfrid koanda height (meters),1.66 meters (5 ft 5 in),height,2323
https://en.wikipedia.org/wiki/Gubbi_Assembly_constituency,Who was elected as the Member of the Legislative Assembly (MLA) for the Gubbi constituency in Karnataka in 2023?,S. R. Srinivas,other,379
https://en.wikipedia.org/wiki/Danny_Clinch,danny clinch birthday,"January 24, 1964",birthday,756
https://en.wikipedia.org/wiki/Safidon_Assembly_constituency,Who won the Safidon constituency seat in the 2024 Haryana Legislative Assembly election?,Ram Kumar Gautam,other,448
https://en.wikipedia.org/wiki/List_of_Bread_episodes,how many episodes of bread,74 episodes,episode,167
https://en.wikipedia.org/wiki/Freeze_(Kygo_song),kygo freeze singer,Andrew Jackson,other,507
https://en.wikipedia.org/wiki/2-Iodophenol,2 iodophenol cas no,533-58-4,other,208
https://en.wikipedia.org/wiki/List_of_Asian_Tony_Award_winners_and_nominees,first asian to win tony award,Willa Kim in 1981 for Best Costume Design in a Musical for *Sophisticated Ladies*,first,2528
https://en.wikipedia.org/wiki/Posani,sudheer babu real name,Posani Naga Sudheer Babu,real name,92
https://en.wikipedia.org/wiki/List_of_IPC_world_records_in_athletics,t38 100m world record as of 2025,10.64 seconds,record,2952
https://en.wikipedia.org/wiki/Ananthu_vs_Nusrath,ananthu vs nusrath director,Sudheer Shanbhogue,director,661
https://en.wikipedia.org/wiki/John_Holliman,john holliman cause of death,head-on car collision,cause of death,766
https://en.wikipedia.org/wiki/Dhumpa_sangita,dhumpa sangita written by,Kabisurjya Baladeba Ratha,other,533
https://en.wikipedia.org/wiki/M._P._Pandove,dhruv pandove father name,M. P. Pandove,father,535
https://en.wikipedia.org/wiki/Pulborough_Brooks,how many hectares is the sssi area of pulborough brooks,160.0 hectares,area,244
https://en.wikipedia.org/wiki/Gideon_Boako,Who was elected as the Member of Parliament for Tano North in the 2024 elections?,Honorable Gideon Boako,other,568
https://en.wikipedia.org/wiki/Satara_Lok_Sabha_constituency,satara vidhan sabha number,Constituency No. 262,other,866
https://en.wikipedia.org/wiki/List_of_Beetlejuice_episodes,how many episodes of beetlejuice cartoon are there,94 episodes,episode,389
https://en.wikipedia.org/wiki/Belgian_Pro_League,Belgian Pro League winner 2023–24,Club Brugge,winner,2315
https://en.wikipedia.org/wiki/Marcia_A._Karrow,"Who was the mayor of Flemington, New Jersey in April 2025?",Marcia A. Karrow,other,1702
https://en.wikipedia.org/wiki/Guy_of_Anderlecht ,patron saint of sacristans,Saint Guy of Anderlecht,other,779
https://en.wikipedia.org/wiki/Governor_of_Kyiv_Oblast ,"Who was appointed governor of Kyiv Oblast on March 24, 2025?",Mykola Kalashnyk,last,1082
https://en.wikipedia.org/wiki/Yona_Yahav,Who became the mayor of Haifa in 2024?,Yona Yahav,other,643
https://en.wikipedia.org/wiki/Mauranipur_Assembly_constituency,Who was elected as the Member of the Legislative Assembly (MLA) for the Mauranipur Assembly constituency in the 2022 Uttar Pradesh Legislative Assembly election?,Rashmi Arya,other,491
https://en.wikipedia.org/wiki/Trisha_Yearwood,trisha yearwood high school,"Piedmont Academy in Monticello, Georgia",school,2076
https://en.wikipedia.org/wiki/Stephen_Holt_(basketball),stephen holt nationality,American-Filipino,nationality,2756
https://en.wikipedia.org/wiki/The_Landmark_(Taichung),What was the tallest building in Taichung as of December 2020?,The Landmark (聯聚中雍大廈),other,211
https://en.wikipedia.org/wiki/Mayor_Quimby,mayor quimby voice actor,Dan Castellaneta,actor,1450
"https://en.wikipedia.org/wiki/Lugus,_Sulu",lugus sulu zip code,7411,other,"2607,0"
https://en.wikipedia.org/wiki/Handwara_Assembly_constituency,handwara assembly constituency number,5,other,374
https://en.wikipedia.org/wiki/Joakim_Strand,"What position did Joakim Strand assume on July 5, 2024?",Minister for European Affairs and Ownership Steering in Finland,other,163
https://en.wikipedia.org/wiki/Tarun_Kumar_Maity,"Who was the MLA of Egra, West Bengal, elected in the 2021 West Bengal Legislative Assembly election?",Tarun Kumar Maity,other,95
https://en.wikipedia.org/wiki/Nokia_1202,nokia 1202 release month and year,April 2009,release,203
https://en.wikipedia.org/wiki/Anam_Vivekananda_Reddy,anam vivekananda reddy death date,"April 25, 2018",death date,662
https://en.wikipedia.org/wiki/List_of_Padma_Bhushan_award_recipients_(1960%E2%80%931969),first padma bhushan award winner from assam,Omeo Kumar Das (popularly called Lok Nayak Omeo Kumar Das),first,2704
https://en.wikipedia.org/wiki/Sunshine_Dizon,sunshine dizon real name,Margaret Sunshine Cansancio Dizon,real name,2832
https://en.wikipedia.org/wiki/Saira_Peter,first pakistani sufi opera singer,Saira Peter,first,1562
https://en.wikipedia.org/wiki/Sharmiela_Mandre,sharmila mandre first movie,Sajni (2007),first,2241
https://en.wikipedia.org/wiki/Payal_Dev,payal dev date of birth,"February 26, 1989",date of birth,3222
https://en.wikipedia.org/wiki/Ben_Sheaf,ben sheaf height (meters),1.85 meters (6 ft 1 in),height,1639
https://en.wikipedia.org/wiki/Andy%27s_Ancestry,the office asian jim episode number,"Season 9, Episode 3",episode,2146
https://en.wikipedia.org/wiki/Los_hombres_de_Paco,pepa y silvia series name,"""Los hombres de Paco"" (Paco's Men)",other,4220
https://en.wikipedia.org/wiki/P._Kakkan,kakkan birthday,"June 18, 1908",birthday,1169
https://en.wikipedia.org/wiki/Buchepalli_Siva_Prasad_Reddy,buchepalli siva prasad reddy birthday date,"April 6, 1980",birthday,420
https://en.wikipedia.org/wiki/Christ_Church_Grammar_School,christ church grammar school motto,Deus Dux Doctrina Lux,motto,2335
https://en.wikipedia.org/wiki/Portia_Woodman,portia woodman siblings,Baden and Dalton,other,2187
https://en.wikipedia.org/wiki/T%C5%8Dku_Made,vampire hunter d bloodlust ending song,Tōku Made (Far Away),son,293
https://en.wikipedia.org/wiki/Joy_Bisco,melanie foster desperate housewives actress,Joy Bisco,actress,417
https://en.wikipedia.org/wiki/Academy_of_Country_Music_Award_for_Male_Artist_of_the_Year,Who won the ACM Male Artist of the Year award for 2024?,Chris Stapleton,other,899
https://en.wikipedia.org/wiki/Ram_Pyaare_Sirf_Humare,ram pyaare sirf humare number of episodes,58,episode,951
https://en.wikipedia.org/wiki/Assin_South_District,assin south district capital,Nsuaem Kyekyewere,district,476
https://en.wikipedia.org/wiki/Lists_of_oldest_cricketers,"Who was the oldest living Australian Test cricketer on April 14, 2025?",Neil Harvey,other,3542
https://en.wikipedia.org/wiki/Steel_Banglez,steel banglez real name,Pahuldip Singh Sandhu,real name,2511
https://en.wikipedia.org/wiki/Midget_White_turkey,smallest breed of turkey,Midget White,other,318
https://en.wikipedia.org/wiki/Sean_Kingston_(album),beautiful girls sean kingston release date,"May 26, 2007",release,1235
https://en.wikipedia.org/wiki/Hilltop_Hoods_discography,hilltop hoods first album,A Matter of Time (1999),first,2895
https://en.wikipedia.org/wiki/Black_Mountain_(range),highest point in carmarthenshire,"Fan Foel, 781 meters (2,562 feet)",other,2206
https://en.wikipedia.org/wiki/Tony_Destra,tony destra cause of death,car accident,cause of death,286
https://en.wikipedia.org/wiki/Adarabioyo,adarabioyo meaning,"""As beautiful/good as Ọ̀yọ́ town/people.""",other,168
https://en.wikipedia.org/wiki/Jit_Sin_High_School,smjk jit sin school code,PEB0045,school,426
https://en.wikipedia.org/wiki/Stone_Mountain_State_Park,stone mountain nc elevation (feet),"2,305 feet (706 meters)",elevation,614
https://en.wikipedia.org/wiki/Khoi_Young,khoi young height (feet),5 feet 4 inches (163 cm),height,1838
https://en.wikipedia.org/wiki/Rajanadai,rajanadai release date,"October 28, 1989",release,860
"https://en.wikipedia.org/wiki/Mayor_of_Reykjav%C3%ADk#:~:text=The%20incumbent%20mayor%20is%20Hei%C3%B0a,Green%20Movement%20and%20Socialist%20Party","Who was the mayor of Reykjavik starting on February 21, 2025?",Heiða Björg Hilmisdóttir,other,"1890,0"
https://en.wikipedia.org/wiki/.gi,gi country name,Gibraltar,other,263
https://en.wikipedia.org/wiki/Badharghat_Assembly_constituency,Who won the Badharghat constituency seat in the 2023 Tripura Legislative Assembly election?,Smt. Mina Rani Sarkar,other,402
https://en.wikipedia.org/wiki/West_Harbour_GO_Station,west harbour go address,"353 James Street North, Hamilton, Ontario",address,1093
https://en.wikipedia.org/wiki/Gregory_Horror_Show,gregory horror show creator,Naomi Iwata,other,2240
https://en.wikipedia.org/wiki/Teddy_Maurya,jab we met hotel receptionist actor name,Teddy Maurya,actor,798
https://en.wikipedia.org/wiki/Uyugan,uyugan batanes zip code,3903,other,2334
https://en.wikipedia.org/wiki/Sikkim_High_Court,first chief justice of sikkim high court,Justice Man Mohan Singh Gujral,first,2824
https://en.wikipedia.org/wiki/Palla_Road_railway_station,palla road station code,PRAE,other,213
https://en.wikipedia.org/wiki/David_McSavage,david mcsavage real name,David Andrews,real name,1458
https://en.wikipedia.org/wiki/GOAL_FC,What is the name of GOAL FC's stadium?,Stade Ludovic Giuly,other,664
https://en.wikipedia.org/wiki/Gregg_Ernst,gregg ernst height in feet,6 feet 0 inches,height,475
https://en.wikipedia.org/wiki/Chief_Khalsa_Diwan,"Who was the president of the Chief Khalsa Diwan on March 15, 2022?",Inderbir Singh Nijjar,other,2074
https://en.wikipedia.org/wiki/Gianmarco_Soresi,gianmarco soresi date of birth,"August 20, 1988",date of birth,2798
https://en.wikipedia.org/wiki/Arabinda_Muduli,arabinda muduli death date,"March 1, 2018",death date,198
https://en.wikipedia.org/wiki/Jubilee_Bus_Station,jbs bus stand name,Jubilee Bus Station,other,543
https://en.wikipedia.org/wiki/Natham_Assembly_constituency,Who won the 2021 election for Member of the Legislative Assembly (MLA) for the Natham constituency in Tamil Nadu?,Natham R. Viswanathan,other,402
https://en.wikipedia.org/wiki/Prem_Qaidi,karishma kapoor first movie release date,"June 21, 1991",release,735
https://en.wikipedia.org/wiki/Melhem_Barakat,melhem barakat cause of death,prostate cancer,cause of death,1180
https://en.wikipedia.org/wiki/Deltona_High_School,deltona high school colors,"Black, White, Royal blue, and Silver",colors,278
https://en.wikipedia.org/wiki/Kuruva_Gorantla_Madhav,What Lok Sabha constituency did Gorantla Madhav represent from 2019 to 2024?,Hindupur,other,452
https://en.wikipedia.org/wiki/Tamralipto_Government_Medical_College_and_Hospital,tamralipto government medical college established year,2022,college,223
https://en.wikipedia.org/wiki/1927_New_York_Yankees_season,1927 yankees record,"110 wins and 44 losses, with 1 tie",record,3000
https://en.wikipedia.org/wiki/LovHer,lovher group members,"Talia ""Chinky"" Burgess, Marthea ""Buttah"" Jackson, Samerrah ""Serenade"" Terrell, Kienji Hakeem",other,497
https://en.wikipedia.org/wiki/Karl_Ebermaier,who was the last german governor in cameroon,Karl Ebermaier,last,325
https://en.wikipedia.org/wiki/Kumlinge,"What was the population of Kumlinge as of December 31, 2024?",274,population,505
https://en.wikipedia.org/wiki/Joy_Garrett,joy garrett cause of death,liver failure,cause of death,479
https://en.wikipedia.org/wiki/Idara_Victor,nina holiday played by,Idara Victor,played by,1829
https://en.wikipedia.org/wiki/Sathanur_Dam,sathanur dam height in feet (feet),119 feet,height,498
https://en.wikipedia.org/wiki/Tattered_Cover,Who acquired the Tattered Cover bookstore in July 2024?,Barnes & Noble,other,795
https://en.wikipedia.org/wiki/Loud_(Mac_Miller_song),loud mac miller song release date,"March 2, 2012",release,387
https://en.wikipedia.org/wiki/Typhoon_Sepat,highest category typhoon in the philippines 2007,Super Typhoon Sepat,other,2080
https://en.wikipedia.org/wiki/Fulton_Kuykendall,fulton kuykendall wife,Sherry Kuykendall,wife,742
https://en.wikipedia.org/wiki/Cairns_Taipans,Who was the captain of the Cairns Taipans for the 2024-25 NBL season?,Taran Armstrong,son,2157
https://en.wikipedia.org/wiki/Wattwiller,"Who was the mayor of Wattwiller, France between 2020 and 2026?",Mathieu Ermel,other,238
https://en.wikipedia.org/wiki/Herbert_Bautista,herbert bautista birthday,"May 12, 1968",birthday,2676
https://en.wikipedia.org/wiki/Khera_Dona,khera dona kapurthala pin code,144620,other,466
https://en.wikipedia.org/wiki/Jade_Hassoun%C3%A9,prince ahmed heartland actor,Jade Hassouné,actor,1034
https://en.wikipedia.org/wiki/Sravana_Bhargavi,sravana bhargavi marriage date,"February 14, 2013",other,2638
"https://en.wikipedia.org/wiki/Kaliganj_Upazila,_Jhenaidah",post code of kaliganj jhenaidah,7350,other,"223,0"
https://en.wikipedia.org/wiki/Bunker_Spreckels,bunker spreckels cause of death,morphine overdose,cause of death,360
https://en.wikipedia.org/wiki/Sheikh_Sadruddin,baba haider sheikh birthday date,1434 CE,birthday,617
https://en.wikipedia.org/wiki/Osman_Kakay,What club did Osman Kakay join in February 2025?,Boavista FC,other,1625
https://en.wikipedia.org/wiki/Abuhatzeira,baba sali father name,Rabbi Masoud Abuchatziera,father,70
https://en.wikipedia.org/wiki/The_Decline_(EP),nofx the decline release date,"November 23, 1999",release,559
"https://en.wikipedia.org/wiki/Baby,_It%27s_Cold_Outside_(Scandal)",mellie grant filibuster episode,"Scandal Season 5, 'Baby, It's Cold Outside'",episode,"2845,0"
https://en.wikipedia.org/wiki/Kriangsak_Chamanan,15th prime minister of thailand,Kriangsak Chamanan,other,2111
https://en.wikipedia.org/wiki/Bhool_Bhulaiyaa_3,bhool bhulaiyaa 3 theatrical release date,"November 1, 2024",release,2562
https://en.wikipedia.org/wiki/Montego_Bay_High_School,montego bay high school motto,"""Esse non videri"" (To be, not to seem)",motto,1585
https://en.wikipedia.org/wiki/Bill_Lobley,huck arcane voice actor,Bill Lobley,actor,2285
https://en.wikipedia.org/wiki/Boyinaband,boyinaband real name,David Paul Brown,real name,1659
https://en.wikipedia.org/wiki/Zoe_LaVerne,zoe laverne birthday,"June 3, 2001",birthday,304
https://en.wikipedia.org/wiki/Ace_Vergel,ace vergel date of death,"December 15, 2007",date of death,1851
https://uk.wikipedia.org/wiki/Масаші_Накаґоме,Who was the Japanese Ambassador to Ukraine in November 2024?,Masashi Nakagome,other,1284
https://en.wikipedia.org/wiki/Beaumont_United_High_School,beaumont united high school colors,Maroon and Gold,colors,784
https://en.wikipedia.org/wiki/Javonte_Green,What jersey number did Javonte Green wear for the Cleveland Cavaliers?,#8,other,2827
https://en.wikipedia.org/wiki/Rose_Schmits,rose schmits real name,Rose Schmits,real name,218
https://en.wikipedia.org/wiki/Phogat_sisters,priyanka phogat father,Rajpal Phogat,father,975
https://en.wikipedia.org/wiki/Eddie_Peake,florence peake mother,Phyllida Barlow,mother,532
https://en.wikipedia.org/wiki/Khaqan_Abbasi,shahid khaqan abbasi father name,Muhammad Khaqan Abbasi,father,340
https://en.wikipedia.org/wiki/Gastonia_Municipal_Airport,akh iata,Prince Sultan Air Base (PSAB),iata,367
https://en.wikipedia.org/wiki/Jake_Fraley,jake fraley college,Louisiana State University (LSU),college,1542
https://en.wikipedia.org/wiki/Aalam_of_God,What year is DJ Khaled's album 'Aalam of God' scheduled to be released?,2025,release,712
https://en.wikipedia.org/wiki/Kelli_Berglund,kelli berglund birthday,"February 9, 1996",birthday,1536
https://en.wikipedia.org/wiki/Dhanama%3F_Daivama%3F,dhanama daivama release date,"May 24, 1973",release,1779
https://en.wikipedia.org/wiki/Kishori_Godbole,kishori godbole husband name,Sachin Godbole,husband,539
https://en.wikipedia.org/wiki/List_of_deputy_speakers_of_the_Maharashtra_Legislative_Assembly,"Who was the Deputy Speaker of the Maharashtra Legislative Assembly as of March 25, 2025?",Anna Bansode,other,1767
https://en.wikipedia.org/wiki/Great_Western_Railway_telegraphic_codes,gwr telegraphic code for a slip coach,"""Gnat""",other,1288
https://en.wikipedia.org/wiki/Palm_Sunday,When was Flowering Sunday observed in 2025?,"Sunday, April 13, 2025",other,2039
https://en.wikipedia.org/wiki/Wicked_Tuna,wicked tuna season 15 release date,No season 15; show canceled after 13 seasons,release,3746
https://en.wikipedia.org/wiki/Estamos_Bien,estamos bien release date,"June 28, 2018",release,728
https://en.wikipedia.org/wiki/Anthony_Skordi,garrick versio actor,Anthony Skordi,actor,1454
https://en.wikipedia.org/wiki/Whitby_School,"Who was the Head of School at Whitby School in Greenwich, CT, as of July 2024?",Jay Briar,other,1327
https://en.wikipedia.org/wiki/Miss_Europe_1952,who was miss europe 1952,Günseli Başar of Turkey,other,934
https://en.wikipedia.org/wiki/Franglish_(rapper),franglish real name,Gédéon Mundele Ngolo,real name,1426
https://en.wikipedia.org/wiki/Feni_Government_College,feni government college address,"College Road, Feni, Feni District, 3900, Bangladesh",address,698
https://en.wikipedia.org/wiki/Sakri_Assembly_constituency,sakri assembly constituency number,5,other,557
"https://en.wikipedia.org/wiki/Indira_Gandhi_Institute_of_Technology,_Sarang",igit sarang district,Dhenkanal district,district,"2210,0"
https://en.wikipedia.org/wiki/Beryllium-8,half life of beryllium 8 (sec),8.19 x 10<sup>-17</sup> seconds,other,1051
https://en.wikipedia.org/wiki/Sabyasachi_Mohapatra,bahudibe mo jaga balia release date,2003,release,898
https://en.wikipedia.org/wiki/Iscotrizinol,diethylhexyl butamido triazone cas no,154702-15-5,other,158
https://en.wikipedia.org/wiki/Jose_Riano,Who was the governor of Romblon in 2024?,Jose R. Riano,other,254
https://en.wikipedia.org/wiki/Dennis_James,dennis james cause of death,lung cancer,cause of death,2244
https://en.wikipedia.org/wiki/Highwood_(electoral_district),"Who was the MLA for the Highwood electoral district in Alberta after the election on May 29, 2023?",RJ Sigurdson,district,2815
https://en.wikipedia.org/wiki/Jind_Assembly_constituency,Who was the MLA for the Jind constituency in Haryana following the 2024 Haryana Legislative Assembly election?,Krishan Lal Middha,other,495
https://en.wikipedia.org/wiki/Estes_Kefauver,estes kefauver cause of death,a ruptured aortic aneurysm,cause of death,2123
https://en.wikipedia.org/wiki/Xia_Vigor,xia vigor real name,Xiamara Sophia Bernardo Vigor,real name,2000
https://en.wikipedia.org/wiki/Ningxia,ningxia area,"approximately 66,400 square kilometers (25,600 square miles)",area,2267
https://en.wikipedia.org/wiki/Teuea_Toatu,"Who was the Vice President of Kiribati on June 19, 2019?",Teuea Toatu,other,562
https://en.wikipedia.org/wiki/Borough_of_Fareham,Who was elected Mayor of Fareham in May 2024?,Councillor Pal Hayre,other,874
https://en.wikipedia.org/wiki/Garhmukteshwar_Assembly_constituency,Who was elected as the MLA of Garhmukteshwar Assembly constituency in the 2022 Uttar Pradesh Legislative Assembly election?,Harendra Singh Tewatia,other,1042
https://en.wikipedia.org/wiki/Spring_Records,steve rifkind dad,Jules Rifkind,other,448
https://en.wikipedia.org/wiki/List_of_Nepalese_films,name the first colour movie of nepal,Kumari,first,3256
https://en.wikipedia.org/wiki/Harvey_Beaks,harvey beaks sister,Michelle Beaks,other,2344
https://en.wikipedia.org/wiki/Paras_Masroor,paras masroor religion,Islam (Sufi),other,965
https://en.wikipedia.org/wiki/2030_Winter_Olympics,2030 winter olympics location,French Alps,location,2223
https://en.wikipedia.org/wiki/Stephen_Larkham,stephen larkham height (meters),1.89 meters (6 ft 2 in),height,2142
"https://en.wikipedia.org/wiki/Tunnel_Hill,_Illinois",tunnel hill il zip code,62972,other,"243,0"
https://en.wikipedia.org/wiki/Marling_School,Who was appointed as the headteacher of Marling School in April 2024?,Jules Godfrey,other,1094
https://en.wikipedia.org/wiki/Forest_Lawn_High_School,forest lawn high school calgary mascot,Titan,school,425
https://en.wikipedia.org/wiki/Dave_Boat,stuhlinger bo2 voice actor,Dave Boat,actor,2658
https://en.wikipedia.org/wiki/Chris_Reccardi,chris reccardi cause of death,heart attack (myocardial infarction),cause of death,1967
https://en.wikipedia.org/wiki/Deseret_Industries,deseret industries id number for taxes,87-0429068,other,972
https://en.wikipedia.org/wiki/Karolina_Gerhardinger,saint caroline feast day,May 9th,other,1155
https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Machakos,"Who was appointed Bishop of the Roman Catholic Diocese of Machakos on June 23, 2018?",Norman King'oo Wambua,other,192
https://en.wikipedia.org/wiki/Without_You_(Charlie_Wilson_song),without you charlie wilson release date,"August 1, 2000",release,169
https://en.wikipedia.org/wiki/Help_for_Heroes,Who co-founded Help for Heroes in October 2007?,Bryn Parry and Emma Parry,other,2016
https://en.wikipedia.org/wiki/List_of_Chicago_P.D._characters,jay halstead badge number,51163,other,2182
https://en.wikipedia.org/wiki/Thotti_Gang,thotti gang release date,"December 6, 2002",release,795
https://en.wikipedia.org/wiki/List_of_presidents_of_Baldwin_Wallace_University,"Who was named the 10th president of Baldwin Wallace University on February 10, 2025?",Lee Fisher,other,1016
https://en.wikipedia.org/wiki/Gagret_Assembly_constituency,Who was elected MLA for the Gagret Assembly constituency in the 2024 bye-election?,Rakesh Kalia,other,437
https://en.wikipedia.org/wiki/Qadian_Assembly_constituency,Who was elected as the MLA of Qadian in the 2022 Punjab Legislative Assembly election?,Partap Singh Bajwa,other,354
https://en.wikipedia.org/wiki/Melhem_Barakat,melhem barakat religion,Antiochian Orthodox Christian,other,2511
https://en.wikipedia.org/wiki/Lee-Anne_Liebenberg,doomsday viper actress,Lee-Anne Liebenberg,actress,754
https://en.wikipedia.org/wiki/Henry_Omaga-Diaz,henry omaga diaz date of birth,"January 9, 1961",date of birth,863
https://en.wikipedia.org/wiki/Mahidul_Islam_Ankon,mahidul islam ankon birth city,"Comilla, Bangladesh",other,623
https://en.wikipedia.org/wiki/Hrvoje_Sep,"What was Hrvoje Sep's professional boxing record as of June 15, 2024?","12 wins, 2 losses, and 1 draw",record,1329
https://en.wikipedia.org/wiki/Shrirangapattana_Assembly_constituency,srirangapatna constituency number,190 for the Karnataka Legislative Assembly,other,488
https://en.wikipedia.org/wiki/Darko_Sto%C5%A1i%C4%87,darko stosic reach (inches),76 inches (193 cm),other,3103
https://en.wikipedia.org/wiki/Prisca_Awiti_Alcaraz,prisca awiti parents,Kenyan father named Xavier and a Mexican mother named María Dolores,parents,502
https://en.wikipedia.org/wiki/Homecoming_%2763,who sings homecoming 63,Keith Whitley,other,193
https://en.wikipedia.org/wiki/Conqueror%27s_Blade,conqueror's blade engine,CHAOS engine,other,1096
https://en.wikipedia.org/wiki/The_Republic_of_Tea,republic of tea founder,"Mel Ziegler, Patricia Ziegler, and Bill Rosenzweig",founder,276
https://en.wikipedia.org/wiki/Piya_Sengupta,bonny sengupta mother,Piya Sengupta,mother,2620
https://en.wikipedia.org/wiki/MyAir,which country's airline company is my air,Italy,other,726
https://en.wikipedia.org/wiki/Yao_Gomado,Who was the Member of Parliament for the Akan constituency in Ghana following the 2024 general elections?,Hon. Yao Gomado,other,941
https://en.wikipedia.org/wiki/Johnny_Brittain,johnny brittain won the six days trials 1953 by riding on which royal enfield motorcycle,350cc Royal Enfield Bullet,other,381
https://en.wikipedia.org/wiki/Nene_Monaganni,nene monaganni release date,"October 4, 1968",release,943
https://en.wikipedia.org/wiki/Gamsutl,gamsutl last resident,Abdulzhalil Abdulzhalilov,last,314
https://en.wikipedia.org/wiki/Samalkha_Assembly_constituency,Who won the Samalkha constituency seat in the 2024 Haryana Legislative Assembly election?,Manmohan Bhadana,other,433
